account_id,risk_rating,typology_ground_truth,model_score,graph_score,text_score,fused_risk_score,flagged_by_access_anomaly,has_incident_timeline,rationale,recommended_action
8022AF930,Low,mule_laundering,0.19598497,1,0.0,39.80067171267394,False,False,member of a graph-detected candidate laundering cluster,Monitor
80CB534C0,Low,mule_laundering,0.1959654,1,0.0,39.79969256421515,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
804CEC8B0,Low,mule_laundering,0.19596535,1,0.0,39.79969032871639,False,False,member of a graph-detected candidate laundering cluster,Monitor
80F542950,High,mule_laundering,0.19595727,1,0.0,39.79928644860629,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
806861BF0,Low,mule_laundering,0.19595493,1,0.0,39.79916945750429,False,False,member of a graph-detected candidate laundering cluster,Monitor
80EF49640,Low,mule_laundering,0.19594409,1,0.0,39.7986269764708,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
8009C3620,Low,mule_laundering,0.19593395,1,0.0,39.798120263417545,False,False,member of a graph-detected candidate laundering cluster,Monitor
8028B70E0,Low,mule_laundering,0.19592854,1,0.0,39.79784976806705,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
801479230,Low,mule_laundering,0.19591829,1,0.0,39.79733709368376,False,False,member of a graph-detected candidate laundering cluster,Monitor
8014EA0D0,Low,mule_laundering,0.1958986,1,0.0,39.796352729061184,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
8046B6AF0,Medium,mule_laundering,0.19584776,1,0.0,39.79381022179985,False,False,member of a graph-detected candidate laundering cluster,Monitor
804CC1120,High,mule_laundering,0.19584422,1,0.0,39.793632872231214,False,False,member of a graph-detected candidate laundering cluster,Monitor
80D71C940,Medium,mule_laundering,0.19583204,1,0.0,39.79302407140105,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
805BD1400,Medium,mule_laundering,0.19579805,1,0.0,39.79132434717387,False,False,member of a graph-detected candidate laundering cluster,Monitor
80C166050,High,mule_laundering,0.19578388,1,0.0,39.79061569406557,False,False,member of a graph-detected candidate laundering cluster,Monitor
8004030A0,High,mule_laundering,0.19578074,1,0.0,39.79045846398581,False,False,member of a graph-detected candidate laundering cluster,Monitor
80C2DCAE0,Medium,mule_laundering,0.19577305,1,0.0,39.79007395819834,False,False,member of a graph-detected candidate laundering cluster,Monitor
801F03B10,Medium,mule_laundering,0.1957588,1,0.0,39.78936157925877,False,False,member of a graph-detected candidate laundering cluster,Monitor
801947FF0,Low,mule_laundering,0.19575766,1,0.0,39.78930420145714,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
8055AE170,Low,mule_laundering,0.19573805,1,0.0,39.78832356266584,False,False,member of a graph-detected candidate laundering cluster,Monitor
807982140,Medium,mule_laundering,0.19573024,1,0.0,39.78793309554833,False,False,member of a graph-detected candidate laundering cluster,Monitor
80784CCE0,Low,mule_laundering,0.19572443,1,0.0,39.78764248070897,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
808BFC430,Low,legit,0.19572371,1,0.0,39.78760671272873,False,False,member of a graph-detected candidate laundering cluster,Monitor
801EFC5C0,Low,mule_laundering,0.19567338,1,0.0,39.78508954112006,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
80AD0E740,Low,mule_laundering,0.19565119,1,0.0,39.78397998856668,False,False,member of a graph-detected candidate laundering cluster,Monitor
80534C060,Medium,mule_laundering,0.1956499,1,0.0,39.78391590426877,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
80CA21140,Low,mule_laundering,0.19563448,1,0.0,39.783144657195066,False,False,member of a graph-detected candidate laundering cluster,Monitor
8075086A0,Low,mule_laundering,0.1956301,1,0.0,39.78292557831615,False,False,member of a graph-detected candidate laundering cluster,Monitor
80DDC5FE0,Medium,mule_laundering,0.19560298,1,0.0,39.78156937573244,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
8001BFCF0,Medium,mule_laundering,0.19556007,1,0.0,39.77942329691865,False,False,member of a graph-detected candidate laundering cluster,Monitor
805A13780,Low,mule_laundering,0.19555591,1,0.0,39.77921539553356,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
80CB568B0,Low,mule_laundering,0.19551882,1,0.0,39.7773606767254,False,False,member of a graph-detected candidate laundering cluster,Monitor
8105CFDC0,Medium,mule_laundering,0.19551727,1,0.0,39.777283179434896,False,False,member of a graph-detected candidate laundering cluster,Monitor
805B50FB0,Low,mule_laundering,0.1954527,1,0.0,39.7740543740529,False,False,member of a graph-detected candidate laundering cluster,Monitor
800E9BC40,Low,mule_laundering,0.1954509,1,0.0,39.77396420893607,False,False,member of a graph-detected candidate laundering cluster,Monitor
80C8B9B90,Low,mule_laundering,0.19544591,1,0.0,39.77371457824072,False,False,member of a graph-detected candidate laundering cluster,Monitor
8000FBD00,Low,mule_laundering,0.19543703,1,0.0,39.77327045915287,False,False,member of a graph-detected candidate laundering cluster,Monitor
800E1A2C0,Low,mule_laundering,0.19540277,1,0.0,39.7715573219331,False,False,member of a graph-detected candidate laundering cluster,Monitor
802F5E0D0,Low,mule_laundering,0.19538893,1,0.0,39.77086506248241,False,False,member of a graph-detected candidate laundering cluster,Monitor
800A07D80,Medium,mule_laundering,0.19538154,1,0.0,39.77049546002004,False,False,member of a graph-detected candidate laundering cluster,Monitor
80A4855B0,Low,mule_laundering,0.1953539,1,0.0,39.7691131766174,False,False,member of a graph-detected candidate laundering cluster,Monitor
81225DDF0,Medium,mule_laundering,0.19534515,1,0.0,39.76867576402584,False,False,member of a graph-detected candidate laundering cluster,Monitor
80078E200,Medium,mule_laundering,0.1952943,1,0.0,39.766133256764505,False,False,member of a graph-detected candidate laundering cluster,Monitor
801783860,Medium,mule_laundering,0.19527957,1,0.0,39.76539628733852,False,False,member of a graph-detected candidate laundering cluster,Monitor
803CF4370,Low,mule_laundering,0.19526488,1,0.0,39.764661553411294,False,False,member of a graph-detected candidate laundering cluster,Monitor
80A937600,Low,mule_laundering,0.19524923,1,0.0,39.76387912884377,False,False,member of a graph-detected candidate laundering cluster,Monitor
803B2B200,Low,mule_laundering,0.1952441,1,0.0,39.76362279165212,False,False,member of a graph-detected candidate laundering cluster,Monitor
808CB27A0,Low,mule_laundering,0.1952166,1,0.0,39.76224721474578,False,False,member of a graph-detected candidate laundering cluster,Monitor
803803990,Medium,mule_laundering,0.1951926,1,0.0,39.761047497075566,False,False,member of a graph-detected candidate laundering cluster,Monitor
806DB4BA0,Medium,mule_laundering,0.19510554,1,0.0,39.75669349064884,False,False,member of a graph-detected candidate laundering cluster,Monitor
80143D710,Low,mule_laundering,0.19507496,1,0.0,39.755164409494014,False,False,member of a graph-detected candidate laundering cluster,Monitor
809787720,Low,mule_laundering,0.1950703,1,0.0,39.75493117245627,False,False,member of a graph-detected candidate laundering cluster,Monitor
801AE2DE0,Medium,legit,0.19506565,1,0.0,39.75469868058477,False,False,member of a graph-detected candidate laundering cluster,Monitor
80A478E10,Low,mule_laundering,0.19506459,1,0.0,39.75464577378068,False,False,member of a graph-detected candidate laundering cluster,Monitor
80AF02020,Medium,legit,0.19506174,1,0.0,39.75450344702602,False,False,member of a graph-detected candidate laundering cluster,Monitor
807579410,Medium,mule_laundering,0.19504568,1,0.0,39.75370015780336,False,False,member of a graph-detected candidate laundering cluster,Monitor
8001665B0,Low,mule_laundering,0.19501093,1,0.0,39.7519624300972,False,False,member of a graph-detected candidate laundering cluster,Monitor
80CA4D110,Medium,mule_laundering,0.19500907,1,0.0,39.75186928431535,False,False,member of a graph-detected candidate laundering cluster,Monitor
803F85CB0,Medium,mule_laundering,0.19499561,1,0.0,39.75119639918727,False,False,member of a graph-detected candidate laundering cluster,Monitor
80142A910,Low,mule_laundering,0.19495305,1,0.0,39.74906820436359,False,False,member of a graph-detected candidate laundering cluster,Monitor
80777E5C0,High,mule_laundering,0.19492492,1,0.0,39.74766133047456,False,False,member of a graph-detected candidate laundering cluster,Monitor
80C2D6120,Low,mule_laundering,0.19489051,1,0.0,39.74594074159224,False,False,member of a graph-detected candidate laundering cluster,Monitor
805F1BD90,Medium,mule_laundering,0.19488735,1,0.0,39.74578276634623,False,False,member of a graph-detected candidate laundering cluster,Monitor
800389010,Low,mule_laundering,0.19486758,1,0.0,39.74479393072613,False,False,member of a graph-detected candidate laundering cluster,Monitor
80BF6C070,Medium,mule_laundering,0.19483525,1,0.0,39.74317691995324,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
802C60E20,Low,mule_laundering,0.19477297,1,0.0,39.74006287017448,False,False,member of a graph-detected candidate laundering cluster,Monitor
8068E42C0,Low,mule_laundering,0.19476075,1,0.0,39.73945183384555,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
811451920,Medium,mule_laundering,0.19474699,1,0.0,39.738763300226125,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
80681F820,Low,mule_laundering,0.19473419,1,0.0,39.73812320241326,False,False,member of a graph-detected candidate laundering cluster,Monitor
80022F920,Low,mule_laundering,0.19472288,1,0.0,39.73755762122588,False,False,member of a graph-detected candidate laundering cluster,Monitor
811497230,Medium,mule_laundering,0.19469473,1,0.0,39.73615000217058,False,False,member of a graph-detected candidate laundering cluster,Monitor
80C2A6210,Low,mule_laundering,0.19469163,1,0.0,39.73599500758959,False,False,member of a graph-detected candidate laundering cluster,Monitor
80CE74A30,Low,mule_laundering,0.19466385,1,0.0,39.73460601769066,False,False,member of a graph-detected candidate laundering cluster,Monitor
806169AC0,Low,mule_laundering,0.19463551,1,0.0,39.73318871147406,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
810186B20,Medium,mule_laundering,0.19461694,1,0.0,39.73226023432058,False,False,member of a graph-detected candidate laundering cluster,Monitor
8007BAAF0,Low,mule_laundering,0.19455536,1,0.0,39.729180462189554,False,False,member of a graph-detected candidate laundering cluster,Monitor
804BAFE40,Low,mule_laundering,0.194521,1,0.0,39.72746210880601,False,False,member of a graph-detected candidate laundering cluster,Monitor
80B0F1830,Medium,mule_laundering,0.19446339,1,0.0,39.72458129606499,False,False,member of a graph-detected candidate laundering cluster,Monitor
80EBECAD0,Medium,mule_laundering,0.19436482,1,0.0,39.71965202128957,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
8006FB970,Medium,mule_laundering,0.19430992,1,0.0,39.71690682880693,False,False,member of a graph-detected candidate laundering cluster,Monitor
805588D30,Low,mule_laundering,0.19429436,1,0.0,39.71612887523693,False,False,member of a graph-detected candidate laundering cluster,Monitor
8048F5FC0,Low,mule_laundering,0.19428314,1,0.0,39.71556776504708,False,False,member of a graph-detected candidate laundering cluster,Monitor
80045FE30,High,mule_laundering,0.19424018,1,0.0,39.71341945073452,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
809ACB660,Low,mule_laundering,0.19423321,1,0.0,39.71307071292728,False,False,member of a graph-detected candidate laundering cluster,Monitor
807824060,Medium,mule_laundering,0.19421807,1,0.0,39.71231362401241,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
80A3C3F10,Low,mule_laundering,0.19419128,1,0.0,39.71097381508631,False,False,member of a graph-detected candidate laundering cluster,Monitor
8021F0F10,High,mule_laundering,0.1941753,1,0.0,39.71017499686117,False,False,member of a graph-detected candidate laundering cluster,Monitor
8057C54A0,Low,mule_laundering,0.19416858,1,0.0,39.70983892688026,False,False,member of a graph-detected candidate laundering cluster,Monitor
8081AFAE0,Low,mule_laundering,0.19416042,1,0.0,39.70943057577264,False,False,member of a graph-detected candidate laundering cluster,Monitor
8009AA0A0,Low,mule_laundering,0.19406128,1,0.0,39.704472984679526,False,False,member of a graph-detected candidate laundering cluster,Monitor
807A2C280,Low,mule_laundering,0.19403598,1,0.0,39.7032076923789,False,False,member of a graph-detected candidate laundering cluster,Monitor
80FD23AA0,Low,legit,0.1940119,1,0.0,39.70200350371116,False,False,member of a graph-detected candidate laundering cluster,Monitor
80B8B18B0,Low,mule_laundering,0.19400102,1,0.0,39.70145953234517,False,False,member of a graph-detected candidate laundering cluster,Monitor
80D8036D0,Medium,mule_laundering,0.19395238,1,0.0,39.69902730968954,False,False,member of a graph-detected candidate laundering cluster,Monitor
80EFADF00,Low,mule_laundering,0.19395128,1,0.0,39.69897216738668,False,False,member of a graph-detected candidate laundering cluster,Monitor
808F74570,Medium,mule_laundering,0.19390455,1,0.0,39.69663532601167,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
801D1AD90,Low,mule_laundering,0.19386725,1,0.0,39.694770174875934,False,False,member of a graph-detected candidate laundering cluster,Monitor
803B5DAC0,Low,mule_laundering,0.19383714,1,0.0,39.693264193875,False,False,member of a graph-detected candidate laundering cluster,Monitor
806D3C9E0,Low,mule_laundering,0.19379775,1,0.0,39.6912947194636,False,False,member of a graph-detected candidate laundering cluster,Monitor
804B56250,Low,mule_laundering,0.19376813,1,0.0,39.68981332894908,False,False,member of a graph-detected candidate laundering cluster,Monitor
800219480,Medium,mule_laundering,0.1937342,1,0.0,39.68811658538693,False,False,member of a graph-detected candidate laundering cluster,Monitor
807481AF0,Low,mule_laundering,0.19365363,1,0.0,39.684087471447285,False,False,member of a graph-detected candidate laundering cluster,Monitor
8147F2400,High,mule_laundering,0.19359769,1,0.0,39.68129011732681,False,False,member of a graph-detected candidate laundering cluster,Monitor
805E7CD20,Medium,mule_laundering,0.19359449,1,0.0,39.68112990658203,False,False,member of a graph-detected candidate laundering cluster,Monitor
806FA9C10,High,mule_laundering,0.19358268,1,0.0,39.68053973490824,False,False,member of a graph-detected candidate laundering cluster,Monitor
807219A20,High,legit,0.19352518,1,0.0,39.67766413833102,False,False,member of a graph-detected candidate laundering cluster,Monitor
800639010,Medium,mule_laundering,0.19347642,1,0.0,39.67522595434534,False,False,member of a graph-detected candidate laundering cluster,Monitor
813B90731,Medium,mule_laundering,0.19343437,1,0.0,39.67312309517433,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
810E21700,Medium,mule_laundering,0.19339237,1,0.0,39.67102247150208,False,False,member of a graph-detected candidate laundering cluster,Monitor
8025D1420,High,mule_laundering,0.193306,1,0.0,39.66670348788933,False,False,member of a graph-detected candidate laundering cluster,Monitor
80508DC10,Medium,legit,0.19324316,1,0.0,39.66356112179289,False,False,member of a graph-detected candidate laundering cluster,Monitor
807051670,Low,mule_laundering,0.1932378,1,0.0,39.663292861941166,False,False,member of a graph-detected candidate laundering cluster,Monitor
810186380,Medium,mule_laundering,0.19320269,1,0.0,39.66153725024488,False,False,member of a graph-detected candidate laundering cluster,Monitor
80D77C380,Low,legit,0.19318765,1,0.0,39.6607853774938,False,False,member of a graph-detected candidate laundering cluster,Monitor
80101D710,Medium,legit,0.19312866,1,0.0,39.65783526429109,False,False,member of a graph-detected candidate laundering cluster,Monitor
80DA3D3F0,High,mule_laundering,0.1931034,1,0.0,39.656572207489226,False,False,member of a graph-detected candidate laundering cluster,Monitor
801C0A920,Medium,mule_laundering,0.19308795,1,0.0,39.65579947008301,False,False,member of a graph-detected candidate laundering cluster,Monitor
80101BF40,Low,mule_laundering,0.19305784,1,0.0,39.65429348908208,False,False,member of a graph-detected candidate laundering cluster,Monitor
807CD6A10,Medium,mule_laundering,0.1930147,1,0.0,39.65213623277448,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
80762FE70,Low,mule_laundering,0.19285537,1,0.0,39.64416891517828,False,False,member of a graph-detected candidate laundering cluster,Monitor
8044456B0,Low,mule_laundering,0.19267695,1,0.0,39.63524629444344,False,False,member of a graph-detected candidate laundering cluster,Monitor
80750E180,Low,mule_laundering,0.19266339,1,0.0,39.63456819315158,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
8060CDAB0,Low,mule_laundering,0.19263932,1,0.0,39.6333647496501,False,False,member of a graph-detected candidate laundering cluster,Monitor
80CB230F0,Medium,mule_laundering,0.19263008,1,0.0,39.63290274657213,False,False,member of a graph-detected candidate laundering cluster,Monitor
804C0A570,Low,mule_laundering,0.19262867,1,0.0,39.63283195577792,False,False,member of a graph-detected candidate laundering cluster,Monitor
80D016D30,High,mule_laundering,0.19256213,1,0.0,39.6295047884503,False,False,member of a graph-detected candidate laundering cluster,Monitor
801A1CF90,Low,mule_laundering,0.19252807,1,0.0,39.62780133839185,False,False,member of a graph-detected candidate laundering cluster,Monitor
8085DD9A0,Low,mule_laundering,0.19248447,1,0.0,39.62562098193034,False,False,member of a graph-detected candidate laundering cluster,Monitor
801139C30,Low,mule_laundering,0.19247831,1,0.0,39.62531322826711,False,False,member of a graph-detected candidate laundering cluster,Monitor
810400680,Low,legit,0.19247362,1,0.0,39.625078500896855,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
80138A5B0,Medium,mule_laundering,0.19247176,1,0.0,39.62498535511501,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
803606330,Medium,mule_laundering,0.19240513,1,0.0,39.62165371678984,False,False,member of a graph-detected candidate laundering cluster,Monitor
80F4E20E0,Low,mule_laundering,0.19239494,1,0.0,39.62114402307157,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
809880C00,Medium,mule_laundering,0.19236681,1,0.0,39.61973714918253,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
800B9C510,Medium,mule_laundering,0.19229832,1,0.0,39.61631236507552,False,False,member of a graph-detected candidate laundering cluster,Monitor
805006460,Medium,mule_laundering,0.19227213,1,0.0,39.61500236279961,False,False,member of a graph-detected candidate laundering cluster,Monitor
805448F20,Medium,legit,0.1922323,1,0.0,39.61301053340056,False,False,member of a graph-detected candidate laundering cluster,Monitor
80F7DF320,Medium,mule_laundering,0.1922034,1,0.0,39.611565656032525,False,False,member of a graph-detected candidate laundering cluster,Monitor
8132635A0,Medium,legit,0.19218071,1,0.0,39.61043076782648,False,False,member of a graph-detected candidate laundering cluster,Monitor
80070EC40,Low,mule_laundering,0.19211641,1,0.0,39.607215375437065,False,False,member of a graph-detected candidate laundering cluster,Monitor
8077454A0,Low,mule_laundering,0.19197747,1,0.0,39.60026744527742,False,False,member of a graph-detected candidate laundering cluster,Monitor
802D07110,Medium,mule_laundering,0.19195832,1,0.0,39.599309906640016,False,False,member of a graph-detected candidate laundering cluster,Monitor
80ECD6200,Low,mule_laundering,0.19188017,1,0.0,39.59540150963365,False,False,member of a graph-detected candidate laundering cluster,Monitor
808242040,Low,mule_laundering,0.1918233,1,0.0,39.59255795520538,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
807DAC1F0,Low,mule_laundering,0.19181605,1,0.0,39.5921950592393,False,False,member of a graph-detected candidate laundering cluster,Monitor
80BFB8D10,Medium,mule_laundering,0.19172518,1,0.0,39.5876510354176,False,False,member of a graph-detected candidate laundering cluster,Monitor
806BF3340,Low,mule_laundering,0.19170997,1,0.0,39.58689022067146,False,False,member of a graph-detected candidate laundering cluster,Monitor
80832DDB0,Medium,mule_laundering,0.19167203,1,0.0,39.58499302738677,False,False,member of a graph-detected candidate laundering cluster,Monitor
80BEA98A0,Low,mule_laundering,0.19166227,1,0.0,39.58450494348988,False,False,member of a graph-detected candidate laundering cluster,Monitor
80E271050,Low,mule_laundering,0.19159338,1,0.0,39.581060039894,False,False,member of a graph-detected candidate laundering cluster,Monitor
80CEC52A0,Low,mule_laundering,0.191473,1,0.0,39.575040586887816,False,False,member of a graph-detected candidate laundering cluster,Monitor
804201F30,Low,legit,0.19144683,1,0.0,39.57373132977816,False,False,member of a graph-detected candidate laundering cluster,Monitor
80DBF2D60,Medium,mule_laundering,0.19143063,1,0.0,39.5729213340592,False,False,member of a graph-detected candidate laundering cluster,Monitor
80EC55690,Medium,mule_laundering,0.19140539,1,0.0,39.57165902242359,False,False,member of a graph-detected candidate laundering cluster,Monitor
80BE9B100,Low,mule_laundering,0.19137509,1,0.0,39.57014409942761,False,False,member of a graph-detected candidate laundering cluster,Monitor
803D09680,Low,legit,0.19131419,1,0.0,39.567098604944285,False,False,member of a graph-detected candidate laundering cluster,Monitor
8065180D0,Medium,mule_laundering,0.19128749,1,0.0,39.5657632670157,False,False,member of a graph-detected candidate laundering cluster,Monitor
80B637BD0,Low,legit,0.19127017,1,0.0,39.56489738382764,False,False,member of a graph-detected candidate laundering cluster,Monitor
80225F930,Medium,legit,0.19124319,1,0.0,39.56354788774021,False,False,member of a graph-detected candidate laundering cluster,Monitor
80BAFF4A0,Low,mule_laundering,0.19124085,1,0.0,39.563430896638216,False,False,member of a graph-detected candidate laundering cluster,Monitor
8004F4660,Low,mule_laundering,0.19123033,1,0.0,39.562904809262335,False,False,member of a graph-detected candidate laundering cluster,Monitor
807341220,Low,mule_laundering,0.19120856,1,0.0,39.56181612136409,False,False,member of a graph-detected candidate laundering cluster,Monitor
80DAF20D0,Low,mule_laundering,0.19119386,1,0.0,39.56108138743687,False,False,member of a graph-detected candidate laundering cluster,Monitor
8071F87A0,Low,mule_laundering,0.1911895,1,0.0,39.56086305372422,False,False,member of a graph-detected candidate laundering cluster,Monitor
80DF9F310,Low,mule_laundering,0.19117203,1,0.0,39.5599897188736,False,False,member of a graph-detected candidate laundering cluster,Monitor
8037951D0,Low,mule_laundering,0.19116783,1,0.0,39.55977958198975,False,False,member of a graph-detected candidate laundering cluster,Monitor
80A5D6840,Medium,legit,0.19115897,1,0.0,39.55933620806815,False,False,member of a graph-detected candidate laundering cluster,Monitor
80BAEB110,Medium,mule_laundering,0.19112848,1,0.0,39.557811597910856,False,False,member of a graph-detected candidate laundering cluster,Monitor
8017C4780,Medium,mule_laundering,0.19112135,1,0.0,39.557455408441065,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
8135CAB50,Low,mule_laundering,0.19110523,1,0.0,39.55664913855338,False,False,member of a graph-detected candidate laundering cluster,Monitor
807DEAE80,Medium,mule_laundering,0.19104399,1,0.0,39.55358650524621,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
802AF5250,Low,mule_laundering,0.19100228,1,0.0,39.551500784899055,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
80C550240,Medium,mule_laundering,0.19080049,1,0.0,39.54140974347671,False,False,member of a graph-detected candidate laundering cluster,Monitor
806C1C2B0,Low,mule_laundering,0.1907861,1,0.0,39.54068991287458,False,False,member of a graph-detected candidate laundering cluster,Monitor
8078349F0,Medium,mule_laundering,0.19070263,1,0.0,39.53651623668152,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
80044E450,Medium,mule_laundering,0.19061227,1,0.0,39.53199754851248,False,False,member of a graph-detected candidate laundering cluster,Monitor
806B33760,Low,mule_laundering,0.19060245,1,0.0,39.53150648395057,False,False,member of a graph-detected candidate laundering cluster,Monitor
80EBC6370,Medium,mule_laundering,0.19060054,1,0.0,39.53141110266996,False,False,member of a graph-detected candidate laundering cluster,Monitor
8032F35E0,Low,mule_laundering,0.19054015,1,0.0,39.528390943839305,False,False,member of a graph-detected candidate laundering cluster,Monitor
806340AB0,Low,legit,0.19052908,1,0.0,39.527837285312,False,False,member of a graph-detected candidate laundering cluster,Monitor
800DCD640,High,mule_laundering,0.19050415,1,0.0,39.52659062216773,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
808E559E0,Low,mule_laundering,0.19049361,1,0.0,39.5260637896256,False,False,member of a graph-detected candidate laundering cluster,Monitor
80DFCA010,Low,mule_laundering,0.19048384,1,0.0,39.52557496056246,False,False,member of a graph-detected candidate laundering cluster,Monitor
800906D70,Low,mule_laundering,0.19044124,1,0.0,39.52344453024002,False,False,member of a graph-detected candidate laundering cluster,Monitor
80372F310,Medium,legit,0.19042382,1,0.0,39.52257343088817,False,False,member of a graph-detected candidate laundering cluster,Monitor
802B47C40,Medium,mule_laundering,0.1903778,1,0.0,39.52027235749338,False,False,member of a graph-detected candidate laundering cluster,Monitor
80BC2A1D0,Low,mule_laundering,0.1903536,1,0.0,39.51906220749561,False,False,member of a graph-detected candidate laundering cluster,Monitor
8094423B0,Low,mule_laundering,0.19033343,1,0.0,39.51805325238663,False,False,member of a graph-detected candidate laundering cluster,Monitor
805B0A6A0,Medium,mule_laundering,0.1903159,1,0.0,39.517176936871,False,False,member of a graph-detected candidate laundering cluster,Monitor
8061549B0,Medium,legit,0.1902421,1,0.0,39.513486128411024,False,False,member of a graph-detected candidate laundering cluster,Monitor
809B9A680,High,legit,0.19019619,1,0.0,39.51119027118003,False,False,member of a graph-detected candidate laundering cluster,Monitor
80BC93EC0,Low,mule_laundering,0.19004515,1,0.0,39.50363726602149,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
80ED3AC70,Low,mule_laundering,0.19002849,1,0.0,39.50280417014864,False,False,member of a graph-detected candidate laundering cluster,Monitor
80604A560,Low,mule_laundering,0.18979782,1,0.0,39.49126899652452,False,False,member of a graph-detected candidate laundering cluster,Monitor
81418CBC0,Low,mule_laundering,0.18976033,1,0.0,39.48939415822746,False,False,member of a graph-detected candidate laundering cluster,Monitor
80DF1C220,Low,mule_laundering,0.18971682,1,0.0,39.487218272763485,False,False,member of a graph-detected candidate laundering cluster,Monitor
801BDF980,Low,mule_laundering,0.18968853,1,0.0,39.48580394721189,False,False,member of a graph-detected candidate laundering cluster,Monitor
808630EB0,Low,mule_laundering,0.18959855,1,0.0,39.48130388819923,False,False,member of a graph-detected candidate laundering cluster,Monitor
809F4CBF0,High,mule_laundering,0.18958615,1,0.0,39.480683909875246,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
802725090,Low,mule_laundering,0.18951301,1,0.0,39.47702663389674,False,False,member of a graph-detected candidate laundering cluster,Monitor
80A7EB4B0,Medium,mule_laundering,0.1894944,1,0.0,39.476095921244514,False,False,member of a graph-detected candidate laundering cluster,Monitor
80C1EAD60,Low,mule_laundering,0.189416,1,0.0,39.47217560157807,False,False,member of a graph-detected candidate laundering cluster,Monitor
8092F21D0,Low,mule_laundering,0.18940066,1,0.0,39.47140808033564,False,False,member of a graph-detected candidate laundering cluster,Monitor
8073E7BB0,Low,mule_laundering,0.1893916,1,0.0,39.47095501925273,False,False,member of a graph-detected candidate laundering cluster,Monitor
80C4D91A0,Medium,legit,0.18937083,1,0.0,39.46991625749355,False,False,member of a graph-detected candidate laundering cluster,Monitor
8023E8870,Medium,mule_laundering,0.189211,1,0.0,39.46192360424469,False,False,member of a graph-detected candidate laundering cluster,Monitor
802E55FD0,Low,mule_laundering,0.18919936,1,0.0,39.461341629399705,True,False,member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,Monitor
